program;lopnr;female;kull;termin;tnr;status;poang_p;kullnr;ptnr
F;306;1;19982;20021;18;8;36;11;8
F;306;1;19982;20022;19;9;30;11;9
F;306;1;19982;20031;20;-5;33;11;10
V;307;0;20152;20152;45;1;30.5;45;1
V;307;0;20152;20161;46;2;29.5;45;2
C;308;0;20082;20082;31;1;17;31;1
C;308;0;20082;20091;32;-7;22;31;2
M;309;0;20102;20102;35;1;28;35;1
M;309;0;20102;20111;36;-7;35.5;35;2
W;310;0;20152;20152;45;1;30;45;1
W;310;0;20152;20161;46;2;30;45;2
F;311;0;20152;20152;45;1;30;45;1
F;311;0;20152;20161;46;2;30;45;2
M;312;0;20072;20072;29;1;12;29;1
M;312;0;20072;20081;30;2;25;29;2
M;312;0;20072;20082;31;3;21;29;3
M;312;0;20072;20091;32;-7;11;29;4
N;313;0;20072;20072;29;1;7;29;1
N;313;0;20072;20081;30;-7;0;29;2
M;314;0;19992;19992;13;-7;0;13;1
D;315;0;20152;20152;45;1;15;45;1
D;315;0;20152;20161;46;2;21.5;45;2
V;316;0;20142;20142;43;1;23.5;43;1
V;316;0;20142;20151;44;2;29.5;43;2
V;316;0;20142;20152;45;3;30.5;43;3
V;316;0;20142;20161;46;4;36.5;43;4
D;317;0;19952;19952;5;1;3;5;1
D;317;0;19952;19961;6;-7;0;5;2
F;318;0;20082;20082;31;1;0;31;1
F;318;0;20082;20091;32;-7;0;31;2
D;319;0;20052;20052;25;-7;9;25;1
E;320;0;20152;20152;45;1;12;45;1
E;320;0;20152;20161;46;2;40;45;2
I;321;0;20152;20152;45;1;14;45;1
I;321;0;20152;20161;46;2;24.5;45;2
G;322;0;20082;20082;31;1;28;31;1
G;322;0;20082;20091;32;2;16;31;2
G;322;0;20082;20092;33;-7;18;31;3
E;323;0;20012;20012;17;1;24;17;1
E;323;0;20012;20021;18;2;34.5;17;2
E;323;0;20012;20022;19;3;28.5;17;3
E;323;0;20012;20031;20;4;33;17;4
E;323;0;20012;20032;21;5;30;17;5
E;323;0;20012;20041;22;6;34.5;17;6
E;323;0;20012;20042;23;7;33;17;7
E;323;0;20012;20051;24;8;33;17;8
E;323;0;20012;20052;25;9;0;17;9
E;323;0;20012;20061;26;9;30;17;10
E;323;0;20012;20062;27;-5;0;17;11
M;324;1;20152;20152;45;1;28;45;1
M;324;1;20152;20161;46;2;32;45;2
B;325;1;20152;20152;45;1;23;45;1
B;325;1;20152;20161;46;2;37;45;2
B;326;1;20152;20152;45;1;15;45;1
B;326;1;20152;20161;46;2;24;45;2
I;327;0;20152;20152;45;1;30;45;1
I;327;0;20152;20161;46;2;30;45;2
E;328;0;20142;20142;43;-7;0;43;1
F;329;0;19992;19992;13;1;12;13;1
F;329;0;19992;20001;14;1;0;13;2
F;329;0;19992;20002;15;1;6;13;3
F;329;0;19992;20011;16;1;6;13;4
F;329;0;19992;20012;17;-4;0;13;5
F;329;0;19992;20021;18;-7;0;13;6
K;330;0;19932;19932;1;1;24;1;1
K;330;0;19932;19941;2;2;34.5;1;2
K;330;0;19932;19942;3;-7;0;1;3
M;331;0;20052;20052;25;-7;6;25;1
N;332;0;20142;20142;43;1;7;43;1
N;332;0;20142;20151;44;2;0;43;2
N;332;0;20142;20152;45;3;7.5;43;3
N;332;0;20142;20161;46;4;0;43;4
M;333;0;20072;20072;29;1;30;29;1
M;333;0;20072;20081;30;2;13;29;2
M;333;0;20072;20082;31;3;9;29;3
M;333;0;20072;20091;32;-7;0;29;4
E;334;0;20142;20142;43;1;0;43;1
E;334;0;20142;20151;44;2;7.5;43;2
E;334;0;20142;20152;45;-7;0;43;3
F;335;0;19982;19982;11;-7;0;11;1
L;336;1;20152;20152;45;1;30;45;1
L;336;1;20152;20161;46;2;30;45;2
N;337;0;20152;20152;45;1;15;45;1
N;337;0;20152;20161;46;-2;8;45;2
V;338;0;20042;20042;23;1;10.5;23;1
V;338;0;20042;20051;24;2;7.5;23;2
V;338;0;20042;20052;25;3;10.5;23;3
V;338;0;20042;20061;26;-7;6;23;4
F;339;1;20052;20052;25;1;15;25;1
F;339;1;20052;20061;26;2;9;25;2
F;339;1;20052;20062;27;3;9;25;3
F;339;1;20052;20071;28;3;24;25;4
F;339;1;20052;20072;29;-2;27;25;5
F;339;1;20052;20081;30;-7;25.5;25;6
T;340;0;20152;20152;45;1;24.5;45;1
T;340;0;20152;20161;46;2;28.5;45;2
M;341;0;20082;20082;31;1;17;31;1
M;341;0;20082;20091;32;-7;3;31;2
E;342;0;20002;20002;15;-7;0;15;1
P;343;1;20052;20052;25;1;24;25;1
P;343;1;20052;20061;26;2;25.5;25;2
P;343;1;20052;20062;27;3;10.5;25;3
P;343;1;20052;20071;28;-7;0;25;4
M;344;0;20072;20072;29;-7;15;29;1
N;345;1;20052;20052;25;1;12;25;1
N;345;1;20052;20061;26;-2;0;25;2
N;345;1;20052;20062;27;-2;0;25;3
N;345;1;20052;20071;28;-7;0;25;4
C;346;0;20062;20062;27;1;24;27;1
C;346;0;20062;20071;28;2;31.5;27;2
C;346;0;20062;20072;29;-7;13.5;27;3
G;347;1;20132;20132;41;-7;2.5;41;1
D;348;1;20152;20152;45;1;12;45;1
D;348;1;20152;20161;46;2;8;45;2
F;349;0;20152;20152;45;1;30;45;1
F;349;0;20152;20161;46;2;34.5;45;2
W;350;1;20082;20082;31;-7;0;31;1
F;351;0;20152;20152;45;1;30;45;1
F;351;0;20152;20161;46;2;30;45;2
N;352;0;20142;20142;43;1;15;43;1
N;352;0;20142;20151;44;2;4.5;43;2
N;352;0;20142;20152;45;-2;0;43;3
N;352;0;20142;20161;46;-2;4;43;4
M;353;0;20122;20122;39;1;28;39;1
M;353;0;20122;20131;40;2;32;39;2
M;353;0;20122;20132;41;3;31;39;3
M;353;0;20122;20141;42;-7;35.5;39;4
L;354;0;20132;20132;41;1;15;41;1
L;354;0;20132;20141;42;2;37;41;2
L;354;0;20132;20142;43;3;38;41;3
L;354;0;20132;20151;44;4;30;41;4
L;354;0;20132;20152;45;5;30;41;5
L;354;0;20132;20161;46;6;30;41;6
W;355;0;20152;20152;45;1;15;45;1
W;355;0;20152;20161;46;2;15;45;2
K;356;0;20132;20132;41;1;25;41;1
K;356;0;20132;20141;42;2;35;41;2
K;356;0;20132;20142;43;3;30;41;3
K;356;0;20132;20151;44;4;30;41;4
K;356;0;20132;20152;45;5;30;41;5
K;356;0;20132;20161;46;6;30;41;6
M;357;0;20142;20142;43;1;28;43;1
M;357;0;20142;20151;44;2;32;43;2
M;357;0;20142;20152;45;3;31;43;3
M;357;0;20142;20161;46;4;30;43;4
K;358;1;20152;20152;45;1;15;45;1
K;358;1;20152;20161;46;2;30;45;2
I;359;0;20102;20102;35;1;11;35;1
I;359;0;20102;20111;36;-2;0;35;2
I;359;0;20102;20112;37;-2;0;35;3
I;359;0;20102;20121;38;-4;0;35;4
I;359;0;20102;20122;39;-7;0;35;5
E;360;0;20012;20012;17;-7;6;17;1
D;361;0;20042;20042;23;1;9;23;1
D;361;0;20042;20051;24;-2;0;23;2
D;361;0;20042;20052;25;-7;0;23;3
M;362;0;20002;20002;15;1;22.5;15;1
M;362;0;20002;20011;16;2;22.5;15;2
M;362;0;20002;20012;17;-7;0;15;3
D;363;0;20052;20052;25;-7;10.5;25;1
B;364;1;20102;20102;35;1;26;35;1
B;364;1;20102;20111;36;-7;6;35;2
E;365;0;20082;20082;31;-7;8;31;1
M;366;0;20052;20052;25;1;27;25;1
M;366;0;20052;20061;26;2;33;25;2
M;366;0;20052;20062;27;-7;0;25;3
B;367;0;20032;20032;21;1;9;21;1
B;367;0;20032;20041;22;-7;0;21;2
B;368;0;20152;20152;45;1;7.5;45;1
B;368;0;20152;20161;46;2;24;45;2
C;369;0;20152;20152;45;1;12;45;1
C;369;0;20152;20161;46;2;24.5;45;2
V;370;0;20152;20152;45;1;30.5;45;1
V;370;0;20152;20161;46;2;29.5;45;2
I;371;0;20082;20082;31;1;15;31;1
I;371;0;20082;20091;32;2;0;31;2
I;371;0;20082;20092;33;-4;0;31;3
I;371;0;20082;20101;34;-7;0;31;4
I;372;0;19992;19992;13;1;4.5;13;1
I;372;0;19992;20001;14;-7;0;13;2
N;373;1;20102;20102;35;1;7;35;1
N;373;1;20102;20111;36;2;0;35;2
N;373;1;20102;20112;37;3;0;35;3
N;373;1;20102;20121;38;-2;0;35;4
N;373;1;20102;20122;39;-4;0;35;5
N;373;1;20102;20131;40;-7;0;35;6
E;374;0;20142;20142;43;1;13.5;43;1
E;374;0;20142;20151;44;2;28;43;2
E;374;0;20142;20152;45;3;10.5;43;3
E;374;0;20142;20161;46;4;4.5;43;4
K;375;1;20002;20002;15;1;25.5;15;1
K;375;1;20002;20011;16;2;15;15;2
K;375;1;20002;20012;17;3;7.5;15;3
K;375;1;20002;20021;18;4;9;15;4
K;375;1;20002;20022;19;-7;0;15;5
E;376;0;20152;20152;45;1;20;45;1
E;376;0;20152;20161;46;2;34;45;2
B;377;1;20152;20152;45;1;9;45;1
B;377;1;20152;20161;46;2;3.5;45;2
M;378;0;20142;20142;43;1;28;43;1
M;378;0;20142;20151;44;2;32;43;2
M;378;0;20142;20152;45;3;31;43;3
M;378;0;20142;20161;46;4;22.5;43;4
N;379;0;20092;20092;33;1;7;33;1
N;379;0;20092;20101;34;-2;0;33;2
N;379;0;20092;20102;35;-7;0;33;3
B;380;0;20032;20032;21;1;21;21;1
B;380;0;20032;20041;22;2;40.5;21;2
B;380;0;20032;20042;23;-7;0;21;3
I;381;1;20102;20102;35;1;30;35;1
I;381;1;20102;20111;36;2;30;35;2
I;381;1;20102;20112;37;3;25;35;3
I;381;1;20102;20121;38;4;28;35;4
I;381;1;20102;20122;39;5;24;35;5
I;381;1;20102;20131;40;6;37;35;6
I;381;1;20102;20132;41;7;30;35;7
I;381;1;20102;20141;42;-3;0;35;8
I;381;1;20102;20142;43;9;28.5;35;9
I;381;1;20102;20151;44;-5;30;35;10
E;382;0;20052;20052;25;1;7.5;25;1
E;382;0;20052;20061;26;-2;0;25;2
E;382;0;20052;20062;27;-7;0;25;3
N;383;0;20032;20032;21;1;6;21;1
N;383;0;20032;20041;22;-7;0;21;2
E;384;0;20112;20112;37;1;15.5;37;1
E;384;0;20112;20121;38;2;22;37;2
E;384;0;20112;20122;39;-7;0;37;3
M;385;0;20112;20112;37;1;28;37;1
M;385;0;20112;20121;38;2;5;37;2
M;385;0;20112;20122;39;-7;0;37;3
V;386;1;20092;20092;33;1;8;33;1
V;386;1;20092;20101;34;-7;0;33;2
L;387;1;20142;20142;43;1;30;43;1
L;387;1;20142;20151;44;2;30;43;2
L;387;1;20142;20152;45;3;27;43;3
L;387;1;20142;20161;46;4;24;43;4
D;388;1;20022;20022;19;1;0;19;1
D;388;1;20022;20031;20;-7;0;19;2
D;389;0;20022;20022;19;1;22.5;19;1
D;389;0;20022;20031;20;-7;7.5;19;2
N;390;1;20142;20142;43;-7;3;43;1
I;391;0;20152;20152;45;1;30;45;1
I;391;0;20152;20161;46;2;26.5;45;2
G;392;1;20082;20082;31;1;28;31;1
G;392;1;20082;20091;32;2;33;31;2
G;392;1;20082;20092;33;3;17;31;3
G;392;1;20082;20101;34;4;43;31;4
G;392;1;20082;20102;35;5;18.5;31;5
G;392;1;20082;20111;36;6;49;31;6
G;392;1;20082;20112;37;7;25.5;31;7
G;392;1;20082;20121;38;-3;10;31;8
G;392;1;20082;20122;39;9;20;31;9
G;392;1;20082;20131;40;10;40;31;10
G;392;1;20082;20132;41;-5;0;31;11
W;393;1;20102;20102;35;-7;0;35;1
D;394;0;20032;20032;21;1;0;21;1
D;394;0;20032;20041;22;-4;0;21;2
D;394;0;20032;20042;23;-4;0;21;3
D;394;0;20032;20051;24;-4;0;21;4
D;394;0;20032;20052;25;-4;0;21;5
D;394;0;20032;20061;26;-7;0;21;6
F;395;0;20012;20012;17;1;19.5;17;1
F;395;0;20012;20021;18;2;7.5;17;2
F;395;0;20012;20022;19;2;0;17;3
F;395;0;20012;20031;20;-7;0;17;4
V;396;0;20152;20152;45;1;15.5;45;1
V;396;0;20152;20161;46;2;29.5;45;2
F;397;0;20042;20042;23;1;27;23;1
F;397;0;20042;20051;24;2;33;23;2
F;397;0;20042;20052;25;3;21;23;3
F;397;0;20042;20061;26;4;21;23;4
F;397;0;20042;20062;27;-7;0;23;5
G;398;0;20062;20062;27;1;0;27;1
G;398;0;20062;20071;28;-4;0;27;2
G;398;0;20062;20072;29;-4;0;27;3
G;398;0;20062;20081;30;-7;0;27;4
C;399;0;20152;20152;45;1;12;45;1
C;399;0;20152;20161;46;2;35.5;45;2
L;400;1;19962;19962;7;1;19.5;7;1
L;400;1;19962;19971;8;2;36;7;2
L;400;1;19962;19972;9;-7;0;7;3
F;401;0;19972;19972;9;1;0;9;1
F;401;0;19972;19981;10;2;0;9;2
F;401;0;19972;19982;11;2;6;9;3
F;401;0;19972;19991;12;2;0;9;4
F;401;0;19972;19992;13;-2;0;9;5
F;401;0;19972;20001;14;-7;0;9;6
M;402;0;20142;20142;43;1;28;43;1
M;402;0;20142;20151;44;2;17;43;2
M;402;0;20142;20152;45;3;26;43;3
M;402;0;20142;20161;46;4;41;43;4
D;403;0;19932;19932;1;1;0;1;1
D;403;0;19932;19941;2;2;6;1;2
D;403;0;19932;19942;3;-4;0;1;3
D;403;0;19932;19951;4;-7;0;1;4
F;404;0;20012;20012;17;-7;0;17;1
F;405;1;20152;20152;45;1;17;45;1
F;405;1;20152;20161;46;2;31;45;2
D;406;1;20142;20142;43;1;25.5;43;1
D;406;1;20142;20151;44;2;17;43;2
D;406;1;20142;20152;45;-4;0;43;3
D;406;1;20142;20161;46;-7;0;43;4
M;407;0;20152;20152;45;1;28;45;1
M;407;0;20152;20161;46;2;32;45;2
L;408;1;20092;20092;33;1;22;33;1
L;408;1;20092;20101;34;2;38;33;2
L;408;1;20092;20102;35;3;21;33;3
L;408;1;20092;20111;36;4;33;33;4
L;408;1;20092;20112;37;5;21;33;5
L;408;1;20092;20121;38;6;45;33;6
L;408;1;20092;20122;39;7;45;33;7
L;408;1;20092;20131;40;8;0;33;8
L;408;1;20092;20132;41;9;30;33;9
L;408;1;20092;20141;42;-5;30;33;10
M;409;0;20082;20082;31;1;28;31;1
M;409;0;20082;20091;32;-7;33;31;2
V;410;0;20152;20152;45;1;30.5;45;1
V;410;0;20152;20161;46;2;29.5;45;2
E;411;0;20122;20122;39;1;7.5;39;1
E;411;0;20122;20131;40;-7;0;39;2
I;412;0;20142;20142;43;1;17;43;1
I;412;0;20142;20151;44;2;30;43;2
I;412;0;20142;20152;45;3;32;43;3
I;412;0;20142;20161;46;4;28;43;4
M;413;1;20082;20082;31;-7;0;31;1
E;414;0;20022;20022;19;-7;0;19;1
K;415;0;20142;20142;43;1;28.5;43;1
K;415;0;20142;20151;44;2;30;43;2
K;415;0;20142;20152;45;-7;29.5;43;3
E;416;0;20152;20152;45;1;7.5;45;1
E;416;0;20152;20161;46;2;24.5;45;2
F;417;0;20152;20152;45;1;30;45;1
F;417;0;20152;20161;46;2;30;45;2
K;418;1;19982;19982;11;-7;25.5;11;1
F;419;0;20072;20072;29;-7;17;29;1
D;420;0;19972;19972;9;1;3;9;1
D;420;0;19972;19981;10;2;0;9;2
D;420;0;19972;19982;11;-2;0;9;3
D;420;0;19972;19991;12;-2;0;9;4
D;420;0;19972;19992;13;-2;0;9;5
D;420;0;19972;20001;14;-7;0;9;6
B;421;1;20152;20152;45;1;30;45;1
B;421;1;20152;20161;46;2;30;45;2
W;422;0;20152;20152;45;1;15;45;1
W;422;0;20152;20161;46;2;30;45;2
B;423;0;20132;20132;41;1;20;41;1
B;423;0;20132;20141;42;2;23.5;41;2
B;423;0;20132;20142;43;3;15;41;3
B;423;0;20132;20151;44;4;49.5;41;4
B;423;0;20132;20152;45;5;30;41;5
B;423;0;20132;20161;46;6;36;41;6
T;424;1;20152;20152;45;-7;0;45;1
M;425;0;20152;20152;45;1;23;45;1
M;425;0;20152;20161;46;2;23;45;2
V;426;0;20152;20152;45;1;23.5;45;1
V;426;0;20152;20161;46;2;23.5;45;2
D;427;0;20112;20112;37;1;18.5;37;1
D;427;0;20112;20121;38;2;13.5;37;2
D;427;0;20112;20122;39;-7;0;37;3
B;428;1;20142;20142;43;1;15;43;1
B;428;1;20142;20151;44;2;30;43;2
B;428;1;20142;20152;45;3;21.5;43;3
B;428;1;20142;20161;46;4;25.5;43;4
B;429;1;20152;20152;45;1;7.5;45;1
B;429;1;20152;20161;46;-7;5;45;2
C;430;0;20022;20022;19;1;16.5;19;1
C;430;0;20022;20031;20;2;43.5;19;2
C;430;0;20022;20032;21;3;15;19;3
C;430;0;20022;20041;22;-7;21;19;4
D;431;0;20042;20042;23;1;10.5;23;1
D;431;0;20042;20051;24;2;0;23;2
D;431;0;20042;20052;25;-4;0;23;3
D;431;0;20042;20061;26;-7;0;23;4
I;432;1;20122;20122;39;1;30;39;1
I;432;1;20122;20131;40;2;30;39;2
I;432;1;20122;20132;41;-2;0;39;3
I;432;1;20122;20141;42;-2;0;39;4
I;432;1;20122;20142;43;-7;0;39;5
W;433;1;20042;20042;23;1;18;23;1
W;433;1;20042;20051;24;-7;12;23;2
E;434;0;20152;20152;45;1;4.5;45;1
E;434;0;20152;20161;46;2;11;45;2
D;435;0;20142;20142;43;1;18.5;43;1
D;435;0;20142;20151;44;-2;0;43;2
D;435;0;20142;20152;45;-2;0;43;3
D;435;0;20142;20161;46;-4;0;43;4
F;436;0;20022;20022;19;1;0;19;1
F;436;0;20022;20031;20;-7;0;19;2
F;437;0;20062;20062;27;1;13.5;27;1
F;437;0;20062;20071;28;-7;0;27;2
I;438;0;20052;20052;25;1;30;25;1
I;438;0;20052;20061;26;2;30;25;2
I;438;0;20052;20062;27;3;30;25;3
I;438;0;20052;20071;28;4;25.5;25;4
I;438;0;20052;20072;29;5;28.5;25;5
I;438;0;20052;20081;30;6;32;25;6
I;438;0;20052;20082;31;-2;0;25;7
I;438;0;20052;20091;32;-2;11.5;25;8
I;438;0;20052;20092;33;7;22.5;25;9
I;438;0;20052;20101;34;8;30;25;10
I;438;0;20052;20102;35;9;0;25;11
I;438;0;20052;20111;36;-5;37.5;25;12
B;439;0;20152;20152;45;1;15;45;1
B;439;0;20152;20161;46;2;30;45;2
V;440;1;19972;19972;9;1;30;9;1
V;440;1;19972;19981;10;2;21;9;2
V;440;1;19972;19982;11;3;13.5;9;3
V;440;1;19972;19991;12;4;48;9;4
V;440;1;19972;19992;13;5;27;9;5
V;440;1;19972;20001;14;6;46.5;9;6
V;440;1;19972;20002;15;-3;0;9;7
V;440;1;19972;20011;16;-3;0;9;8
V;440;1;19972;20012;17;9;34.5;9;9
V;440;1;19972;20021;18;9;30;9;10
V;440;1;19972;20022;19;-5;0;9;11
N;441;1;20092;20092;33;1;30;33;1
N;441;1;20092;20101;34;-7;30;33;2
M;442;0;20152;20152;45;1;22;45;1
M;442;0;20152;20161;46;2;38;45;2
D;443;1;20052;20052;25;1;28.5;25;1
D;443;1;20052;20061;26;2;12;25;2
D;443;1;20052;20062;27;-4;0;25;3
D;443;1;20052;20071;28;-7;0;25;4
L;444;1;20062;20062;27;1;27;27;1
L;444;1;20062;20071;28;-7;33;27;2
I;445;0;20152;20152;45;1;30;45;1
I;445;0;20152;20161;46;2;30;45;2
N;446;1;20152;20152;45;1;30;45;1
N;446;1;20152;20161;46;2;30;45;2
N;447;1;20132;20132;41;1;30;41;1
N;447;1;20132;20141;42;2;30;41;2
N;447;1;20132;20142;43;3;37.5;41;3
N;447;1;20132;20151;44;4;30;41;4
N;447;1;20132;20152;45;5;30;41;5
N;447;1;20132;20161;46;6;30;41;6
K;448;0;20062;20062;27;1;3;27;1
K;448;0;20062;20071;28;-7;9;27;2
E;449;0;20122;20122;39;1;22.5;39;1
E;449;0;20122;20131;40;2;37.5;39;2
E;449;0;20122;20132;41;-7;0;39;3
C;450;0;20142;20142;43;1;25;43;1
C;450;0;20142;20151;44;2;42.5;43;2
C;450;0;20142;20152;45;3;27;43;3
C;450;0;20142;20161;46;4;30;43;4
W;451;1;20102;20102;35;1;30;35;1
W;451;1;20102;20111;36;2;30;35;2
W;451;1;20102;20112;37;3;30.5;35;3
W;451;1;20102;20121;38;4;30;35;4
W;451;1;20102;20122;39;-3;0;35;5
W;451;1;20102;20131;40;6;39;35;6
W;451;1;20102;20132;41;7;30;35;7
W;451;1;20102;20141;42;8;30;35;8
W;451;1;20102;20142;43;9;22.5;35;9
W;451;1;20102;20151;44;-5;30;35;10
F;452;0;20142;20142;43;1;30;43;1
F;452;0;20142;20151;44;2;30;43;2
F;452;0;20142;20152;45;3;38;43;3
F;452;0;20142;20161;46;4;30;43;4
C;453;0;20062;20062;27;1;19.5;27;1
C;453;0;20062;20071;28;2;34.5;27;2
C;453;0;20062;20072;29;-7;4.5;27;3
I;454;1;20142;20142;43;1;3;43;1
I;454;1;20142;20151;44;2;24;43;2
I;454;1;20142;20152;45;3;18;43;3
I;454;1;20142;20161;46;4;17;43;4
L;455;0;20052;20052;25;1;0;25;1
L;455;0;20052;20061;26;-7;0;25;2
P;456;1;20152;20152;45;1;24;45;1
P;456;1;20152;20161;46;2;28.5;45;2
P;457;0;20142;20142;43;-7;0;43;1
E;458;0;20112;20112;37;1;3;37;1
E;458;0;20112;20121;38;2;17;37;2
E;458;0;20112;20122;39;-7;0;37;3
N;459;0;20152;20152;45;1;23;45;1
N;459;0;20152;20161;46;2;31;45;2
M;460;0;20002;20002;15;1;4.5;15;1
M;460;0;20002;20011;16;-2;0;15;2
M;460;0;20002;20012;17;-2;0;15;3
M;460;0;20002;20021;18;-7;0;15;4
F;461;0;20152;20152;45;1;30;45;1
F;461;0;20152;20161;46;2;30;45;2
V;462;0;20102;20102;35;1;0;35;1
V;462;0;20102;20111;36;-7;0;35;2
K;463;0;20062;20062;27;1;9;27;1
K;463;0;20062;20071;28;2;33;27;2
K;463;0;20062;20072;29;3;18;27;3
K;463;0;20062;20081;30;4;15;27;4
K;463;0;20062;20082;31;-2;6;27;5
K;463;0;20062;20091;32;-2;6;27;6
K;463;0;20062;20092;33;-7;0;27;7
E;464;0;20122;20122;39;1;3;39;1
E;464;0;20122;20131;40;2;0;39;2
E;464;0;20122;20132;41;-7;0;39;3
E;465;0;19932;19932;1;1;6;1;1
E;465;0;19932;19941;2;2;0;1;2
E;465;0;19932;19942;3;-7;0;1;3
B;466;1;20092;20092;33;1;6;33;1
B;466;1;20092;20101;34;-2;6;33;2
B;466;1;20092;20102;35;-7;0;33;3
V;467;0;20142;20142;43;1;20;43;1
V;467;0;20142;20151;44;2;32;43;2
V;467;0;20142;20152;45;3;16;43;3
V;467;0;20142;20161;46;4;29.5;43;4
D;468;0;19932;19932;1;-7;0;1;1
M;469;1;20142;20142;43;1;17;43;1
M;469;1;20142;20151;44;2;17;43;2
M;469;1;20142;20152;45;-2;1.5;43;3
M;469;1;20142;20161;46;-7;0;43;4
W;470;1;20142;20142;43;1;30;43;1
W;470;1;20142;20151;44;2;30;43;2
W;470;1;20142;20152;45;3;30.5;43;3
W;470;1;20142;20161;46;4;30;43;4
M;471;0;20022;20022;19;1;27;19;1
M;471;0;20022;20031;20;2;28.5;19;2
M;471;0;20022;20032;21;3;22.5;19;3
M;471;0;20022;20041;22;4;39;19;4
M;471;0;20022;20042;23;5;31.5;19;5
M;471;0;20022;20051;24;6;21;19;6
M;471;0;20022;20052;25;7;37.5;19;7
M;471;0;20022;20061;26;7;36;19;8
M;471;0;20022;20062;27;8;0;19;9
M;471;0;20022;20071;28;-5;30;19;10
K;472;1;20102;20102;35;1;14;35;1
K;472;1;20102;20111;36;-7;0;35;2
E;473;0;20092;20092;33;1;22.5;33;1
E;473;0;20092;20101;34;2;37.5;33;2
E;473;0;20092;20102;35;3;28.5;33;3
E;473;0;20092;20111;36;4;32.5;33;4
E;473;0;20092;20112;37;-2;0;33;5
E;473;0;20092;20121;38;-2;0;33;6
E;473;0;20092;20122;39;-7;0;33;7
N;474;0;20072;20072;29;1;12;29;1
N;474;0;20072;20081;30;2;0;29;2
N;474;0;20072;20082;31;-4;0;29;3
N;474;0;20072;20091;32;-7;0;29;4
F;475;0;20132;20132;41;1;30;41;1
F;475;0;20132;20141;42;2;36;41;2
F;475;0;20132;20142;43;3;38;41;3
F;475;0;20132;20151;44;4;30;41;4
F;475;0;20132;20152;45;5;32;41;5
F;475;0;20132;20161;46;6;36.5;41;6
F;476;0;20152;20152;45;1;30;45;1
F;476;0;20152;20161;46;2;34.5;45;2
B;477;0;20142;20142;43;1;21.5;43;1
B;477;0;20142;20151;44;-7;36.5;43;2
M;478;0;20152;20152;45;1;13.5;45;1
M;478;0;20152;20161;46;2;30;45;2
F;479;0;20082;20082;31;-7;21;31;1
L;480;0;20042;20042;23;1;15;23;1
L;480;0;20042;20051;24;2;27;23;2
L;480;0;20042;20052;25;3;19.5;23;3
L;480;0;20042;20061;26;4;15;23;4
L;480;0;20042;20062;27;-2;0;23;5
L;480;0;20042;20071;28;-7;0;23;6
V;481;0;20032;20032;21;1;6;21;1
V;481;0;20032;20041;22;-4;0;21;2
V;481;0;20032;20042;23;-4;0;21;3
V;481;0;20032;20051;24;-4;0;21;4
V;481;0;20032;20052;25;-4;0;21;5
V;481;0;20032;20061;26;-4;0;21;6
V;481;0;20032;20062;27;-7;0;21;7
V;482;1;19972;19972;9;1;28.5;9;1
V;482;1;19972;19981;10;2;7.5;9;2
V;482;1;19972;19982;11;3;6;9;3
V;482;1;19972;19991;12;-7;4.5;9;4
M;483;0;20022;20022;19;1;27;19;1
M;483;0;20022;20031;20;2;28.5;19;2
M;483;0;20022;20032;21;-7;0;19;3
B;484;1;20102;20102;35;-7;0;35;1
D;485;0;20022;20022;19;-7;0;19;1
E;486;0;20112;20112;37;1;7.5;37;1
E;486;0;20112;20121;38;2;16.5;37;2
E;486;0;20112;20122;39;-7;0;37;3
D;487;0;20102;20102;35;1;15.5;35;1
D;487;0;20102;20111;36;-4;0;35;2
D;487;0;20102;20112;37;-7;0;35;3
V;488;0;20122;20122;39;1;28;39;1
V;488;0;20122;20131;40;2;29.5;39;2
V;488;0;20122;20132;41;3;30.5;39;3
V;488;0;20122;20141;42;4;32;39;4
V;488;0;20122;20142;43;5;30;39;5
V;488;0;20122;20151;44;6;30;39;6
V;488;0;20122;20152;45;7;30;39;7
V;488;0;20122;20161;46;8;37.5;39;8
V;489;0;19952;19952;5;-7;7.5;5;1
N;490;0;20112;20112;37;1;7;37;1
N;490;0;20112;20121;38;-7;7.5;37;2
M;491;0;19972;19972;9;1;28.5;9;1
M;491;0;19972;19981;10;2;22.5;9;2
M;491;0;19972;19982;11;3;13.5;9;3
M;491;0;19972;19991;12;4;25.5;9;4
M;491;0;19972;19992;13;5;15;9;5
M;491;0;19972;20001;14;6;21;9;6
M;491;0;19972;20002;15;7;31.5;9;7
M;491;0;19972;20011;16;8;43.5;9;8
M;491;0;19972;20012;17;8;19.5;9;9
M;491;0;19972;20021;18;-5;49.5;9;10
F;492;0;20092;20092;33;-7;0;33;1
K;493;0;20142;20142;43;1;15;43;1
K;493;0;20142;20151;44;2;11;43;2
K;493;0;20142;20152;45;-4;0;43;3
K;493;0;20142;20161;46;-4;0;43;4
F;494;0;20142;20142;43;1;30;43;1
F;494;0;20142;20151;44;2;30;43;2
F;494;0;20142;20152;45;3;26;43;3
F;494;0;20142;20161;46;4;34.5;43;4
M;495;0;20082;20082;31;1;28;31;1
M;495;0;20082;20091;32;-7;28;31;2
E;496;0;19952;19952;5;1;0;5;1
E;496;0;19952;19961;6;-4;0;5;2
E;496;0;19952;19962;7;-4;0;5;3
E;496;0;19952;19971;8;-4;0;5;4
E;496;0;19952;19972;9;-7;0;5;5
